0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.710344280446428408e-37 3.000000000000000000e+00 -4.999999918482068151e-01 -7.853981695054232381e-02
-4.984586587159387655e-02 3.003922954752879626e+00 -4.027277195854978564e-01 -1.570796339224626859e-01
-8.962281317066951580e-02 3.010223004339344310e+00 -1.292635873071105446e-01 -2.356194509302469986e-01
-1.021920155749161674e-01 3.013240602880586927e+00 1.027676843003310775e-01 -3.141592679546289513e-01
-9.241822800131985205e-02 3.010064906763081360e+00 2.971204985756119576e-01 -3.926990849840772402e-01
-6.496787330631964563e-02 2.998694597450803023e+00 4.572603942819126188e-01 -4.712389020093746272e-01
-2.422567393293945798e-02 2.977935409797904942e+00 5.863845229532901326e-01 -5.497787190222437337e-01
2.577182552733332799e-02 2.947296902404240804e+00 6.874407139082013840e-01 -6.283185362358085779e-01
8.138694732207306382e-02 2.906890150751300084e+00 5.874826884190366139e-01 -7.068583531870639147e-01
1.260594811842717378e-01 2.868736201935334851e+00 5.917231861444279817e-01 -7.853981701788168568e-01
1.679006286513349822e-01 2.826895053900791321e+00 7.601388747474753238e-01 -8.639379870440587750e-01
2.172676990954527931e-01 2.769093640035825477e+00 9.110779509556065081e-01 -9.424778041703004705e-01
2.708195168249643014e-01 2.695385885050072261e+00 9.011706132141005243e-01 -1.021017620715810814e+00
3.179055513841365643e-01 2.618548458683104485e+00 8.709885106382024844e-01 -1.099557437063047649e+00
3.574476016607000539e-01 2.540942813807468781e+00 8.273004758890857291e-01 -1.178097252969299236e+00
3.891070196299872830e-01 2.464510215867132814e+00 1.327300480595245524e+00 -1.099557435788649506e+00
4.493651996473308485e-01 2.346246876666512104e+00 1.827300485280040965e+00 -1.021017618618932810e+00
5.448413867673596034e-01 2.190443897464996237e+00 2.327300489932462302e+00 -9.424778014731439724e-01
6.816366763148830055e-01 2.002161331989570137e+00 2.827300494535605502e+00 -8.639379843789065649e-01
8.652551541388739942e-01 1.787171714878386553e+00 2.827300494535605502e+00 -8.639379843789065649e-01
1.048873631962865094e+00 1.572182097767202968e+00 2.827300494535605502e+00 -8.639379843789065649e-01
1.232492109786856194e+00 1.357192480656019384e+00 2.827300494535605502e+00 -8.639379843789065649e-01
1.416110587610847293e+00 1.142202863544835800e+00 2.827300494535605502e+00 -8.639379843789065649e-01
1.599729065434838393e+00 9.272132464336522162e-01 2.827300494535605502e+00 -8.639379843789065649e-01
1.783347543258829493e+00 7.122236293224686321e-01 2.827300494535605502e+00 -8.639379843789065649e-01
1.966966021082820593e+00 4.972340122112850480e-01 2.827300494535605502e+00 -8.639379843789065649e-01
2.150584498906811692e+00 2.822443951001014639e-01 3.327300498303204623e+00 -7.853981672051901786e-01
2.385860172550500202e+00 4.696871966467494608e-02 3.827300500467914812e+00 -7.068583500525696950e-01
2.676890385076065026e+00 -2.015945652471238525e-01 4.158596665765807110e+00 -6.283185329443665701e-01
3.013327922067403630e+00 -4.460307450331503221e-01 3.815867330475593011e+00 -5.497787159341737118e-01
3.338684096538190538e+00 -6.454092658713891373e-01 3.486017146092626362e+00 -4.712388991402339244e-01
3.649290498423927609e+00 -8.036711328391263898e-01 3.986017150902355866e+00 -3.926990824750267173e-01
4.017550464501275620e+00 -9.562094056023504596e-01 4.486017155688137414e+00 -3.141592665400225193e-01
4.444196049150457739e+00 -1.094834959922757145e+00 4.986017160440096241e+00 -2.356194530910636908e-01
4.929021359616371001e+00 -1.211231220917955653e+00 5.486017165141834795e+00 -1.570796711913155230e-01
5.470868875342815407e+00 -1.297051457828541476e+00 5.986017169762607892e+00 -1.304361272845556141e-01
6.064385627823791758e+00 -1.374909534425404090e+00 6.486017174231873739e+00 -1.304361102313680021e-01
6.707477645307976744e+00 -1.459270928987303151e+00 6.986017178314256171e+00 -1.304360927171592521e-01
7.400144928020706558e+00 -1.550135639499039542e+00 7.486017179583224213e+00 -1.304361013552142456e-01
8.142387473364436801e+00 -1.647503683598800173e+00 7.858982991710444566e+00 -1.163490318594555956e-01
8.922972379749268157e+00 -1.738736027447477017e+00 8.096507416000092050e+00 -1.469066231352581242e-01
9.723902061413976838e+00 -1.857251715868512676e+00 7.703846143540352465e+00 -1.164932879266795118e-01
1.048906526072439149e+01 -1.946793507532883050e+00 7.401977970967351439e+00 -1.131711853271032270e-01
1.122452799281593983e+01 -2.030383869006534781e+00 7.146721466068358453e+00 -1.132875530109660467e-01
1.193461896610054218e+01 -2.111174257019885481e+00 6.667385328402622768e+00 -1.116959993599026812e-01
1.259720270750817939e+01 -2.185491528203932887e+00 6.167385378638821969e+00 -3.315637308204899547e-02
1.321360227219043360e+01 -2.205936594748376223e+00 5.667385376450026158e+00 4.538342707427334838e-02
1.377975726694411485e+01 -2.180224885986515204e+00 6.167385381040253911e+00 -3.315638984513837040e-02
1.439615683152365833e+01 -2.200669962871680152e+00 6.667385385454177360e+00 -1.116962063323063692e-01
1.505874056321925991e+01 -2.274987371828195659e+00 7.167385390060498018e+00 -1.902360228508562512e-01
1.576254887575993635e+01 -2.410515938909719935e+00 7.667385383820598754e+00 -2.687757988683402988e-01
1.650175897576290751e+01 -2.614124421772919593e+00 7.603805233249537388e+00 -3.341074024053965474e-01
1.722009303531589808e+01 -2.863473011378014021e+00 7.320090895601254921e+00 -3.913872188861652890e-01
1.789674815790597506e+01 -3.142713324139713382e+00 7.320090895601254921e+00 -3.913872188861652890e-01
1.857340328049605205e+01 -3.421953636901412743e+00 7.320090895601254921e+00 -3.913872188861652890e-01
1.925005840308612903e+01 -3.701193949663112104e+00 7.320090895601254921e+00 -3.913872188861652890e-01
1.992671352567620602e+01 -3.980434262424811465e+00 6.827617013946808200e+00 -3.733066364996091568e-01
2.056245105271392148e+01 -4.229434940350249583e+00 6.327617019959656197e+00 -2.947668799625630665e-01
2.116792167518104506e+01 -4.413262840414699184e+00 5.827617020409704196e+00 -3.049587912409226220e-01
2.172379435978057316e+01 -4.588239295635974102e+00 5.327617016642893333e+00 -3.713759970426288581e-01
2.222023710028393850e+01 -4.781577435074980897e+00 4.827617014529344885e+00 -4.470778587103725332e-01
2.265555022364017290e+01 -4.990290982846977919e+00 4.327617012270845720e+00 -5.256176362104219013e-01
2.302989524443911051e+01 -5.207428025868205523e+00 3.827617010274686926e+00 -6.041574106084365292e-01
2.334490086664755992e+01 -5.424863022477558694e+00 4.327617014849144184e+00 -6.072686208055719792e-01
2.370028896361178639e+01 -5.671808341947808252e+00 4.827617019266107867e+00 -6.072686403333246163e-01
2.409673753939425822e+01 -5.947284997233019510e+00 5.327617023308531152e+00 -6.072687044018487690e-01
2.453424657930916197e+01 -6.251293009402447254e+00 5.827617027247919523e+00 -6.072686273676964896e-01
2.501281612661430387e+01 -6.583832316184140332e+00 6.252234107675139541e+00 -6.185307407903013477e-01
2.552220518956958983e+01 -6.946361068027769647e+00 6.476277722648728918e+00 -6.284599874057905655e-01
2.604609321036010172e+01 -7.327101232813363119e+00 6.475572108311889785e+00 -6.744153213866098673e-01
2.655188213384252549e+01 -7.731462341455079823e+00 6.318948135866230942e+00 -6.686599463719261616e-01
2.704770036855103399e+01 -8.123196094874684192e+00 5.986431395216415652e+00 -6.607275774957396264e-01
2.752035662432805552e+01 -8.490578283298637174e+00 5.734279198303067204e+00 -6.117177266541315994e-01
2.798980071896400190e+01 -8.819883341341100191e+00 5.734279198303067204e+00 -6.117177266541315994e-01
2.845924481359994829e+01 -9.149188399383563208e+00 5.734279198303067204e+00 -6.117177266541315994e-01
2.892868890823589467e+01 -9.478493457426026225e+00 5.734279198303067204e+00 -6.117177266541315994e-01
2.939813300287184106e+01 -9.807798515468489242e+00 5.234279193681988573e+00 -6.902575416346413695e-01
2.980173887837066715e+01 -1.014108380472823079e+01 4.734279189687972789e+00 -6.342586236493813479e-01
3.018309038983340997e+01 -1.042162795306179923e+01 4.234279185698081704e+00 -5.557188341447254487e-01
3.054280148321045729e+01 -1.064500908817810654e+01 4.734279190080554756e+00 -6.342586407594870135e-01
3.092415298990468386e+01 -1.092555324305990361e+01 5.234279194035462268e+00 -7.127983360486848108e-01
3.132014445720544771e+01 -1.126785069358519387e+01 5.734279195154190489e+00 -7.275953451948591333e-01
3.174836657212636482e+01 -1.164922373821792512e+01 6.104929670789838170e+00 -7.071605563587853860e-01
3.221246922406193391e+01 -1.204584747845452597e+01 6.343287829610430251e+00 -7.124009340907813126e-01
3.269252587351325445e+01 -1.246047817945290781e+01 6.528650810698511719e+00 -7.222234254759477556e-01
3.318239520865854786e+01 -1.289205766062022818e+01 6.528650810698511719e+00 -7.222234254759477556e-01
3.367226454380384126e+01 -1.332363714178754677e+01 6.528650810698511719e+00 -7.222234254759477556e-01
3.416213387894913467e+01 -1.375521662295486536e+01 6.528650810698511719e+00 -7.222234254759477556e-01
3.465200321409442807e+01 -1.418679610412218395e+01 6.028650806442911403e+00 -6.436836107273171681e-01
3.513422925615248005e+01 -1.454860316571893186e+01 5.528650803170366501e+00 -5.651438017865619834e-01
3.560113022857630938e+01 -1.484468301809602764e+01 5.028650799708385577e+00 -6.010367721463191204e-01
3.601586808553658869e+01 -1.512905214204951498e+01 4.528650795883128133e+00 -6.795765814496399493e-01
3.636812415711996493e+01 -1.541366141867832695e+01 4.028650792106219569e+00 -6.608003205925623291e-01
3.668618665625135122e+01 -1.566091941894055850e+01 3.528650788399320781e+00 -6.126433276632673453e-01
3.697487647361501217e+01 -1.586382815018504999e+01 3.028650799669035720e+00 -6.911831448471170702e-01
3.720823170374290356e+01 -1.605688926288079443e+01 3.528650804218038228e+00 -7.697229589088342427e-01
3.746162535306538643e+01 -1.630246088881531108e+01 4.028650808610458434e+00 -8.482627656661437809e-01
3.772803491442421375e+01 -1.660466317039798767e+01 4.528650812643214785e+00 -9.268024521338574795e-01
3.799993245535021202e+01 -1.696682129755646429e+01 5.028650816717429528e+00 -9.745778115260957941e-01
3.828229997356568504e+01 -1.738292449992525590e+01 5.482259315416116330e+00 -9.774311790485223916e-01
3.858884275399164210e+01 -1.783743874148803954e+01 5.795787710875269561e+00 -9.786981029494941087e-01
3.891230757670494711e+01 -1.831835667665201228e+01 5.717520173948524409e+00 -9.932782582288285367e-01
3.922445342255847578e+01 -1.879738208340145533e+01 5.846425402624155332e+00 -9.926977634427829322e-01
3.954392108775769543e+01 -1.928702206417983334e+01 5.481119988162954648e+00 -9.676496389203751436e-01
3.985483035508878658e+01 -1.973842231975578798e+01 5.094249864081902501e+00 -9.841862042933697818e-01
4.013681799418642981e+01 -2.016268260327655426e+01 4.799841926792244529e+00 -9.845659846762719880e-01
4.040235711249242456e+01 -2.056252482449787422e+01 4.799841926792244529e+00 -9.845659846762719880e-01
4.066789623079841931e+01 -2.096236704571919418e+01 4.301135161525638573e+00 -1.046467906400445180e+00
4.088322471643385114e+01 -2.133469926303468966e+01 4.301135161525638573e+00 -1.046467906400445180e+00
4.109855320206928297e+01 -2.170703148035018515e+01 4.301135161525638573e+00 -1.046467906400445180e+00
4.131388168770471481e+01 -2.207936369766568063e+01 4.301135161525638573e+00 -1.046467906400445180e+00
4.152921017334014664e+01 -2.245169591498117612e+01 4.301135161525638573e+00 -1.046467906400445180e+00
4.174453865897557847e+01 -2.282402813229667160e+01 4.301135161525638573e+00 -1.046467906400445180e+00
4.195986714461101030e+01 -2.319636034961216708e+01 4.301135161525638573e+00 -1.046467906400445180e+00
4.217519563024644214e+01 -2.356869256692766257e+01 4.301135161525638573e+00 -1.046467906400445180e+00
4.239052411588187397e+01 -2.394102478424315805e+01 4.301135161525638573e+00 -1.046467906400445180e+00
4.260585260151730580e+01 -2.431335700155865354e+01 4.801135162200708351e+00 -1.054103608554423976e+00
4.284303218483240983e+01 -2.473079542062867020e+01 5.263751846426628411e+00 -1.066611614194263646e+00
4.309732075242056482e+01 -2.519167301761246947e+01 5.413044676472723360e+00 -1.041465975391126175e+00
4.337065539366136591e+01 -2.565889748250344482e+01 5.676893680662416841e+00 -1.060061372771630372e+00
4.364815248290591398e+01 -2.615414144670316432e+01 5.541724449202359182e+00 -1.075469839019824292e+00
4.391156113367573965e+01 -2.664170988436960386e+01 5.153924373883771892e+00 -1.087542497656606155e+00
4.415104485551857039e+01 -2.709808353773868106e+01 5.153924373883771892e+00 -1.087542497656606155e+00
4.439052857736140112e+01 -2.755445719110775826e+01 4.721030358839985119e+00 -1.081384320749027683e+00
4.461246751946808331e+01 -2.797113978309769777e+01 4.262194844384548098e+00 -1.077495937872513521e+00
